HIOS_ISSUER_ID,ISSR_LGL_NAME,MarketingName,State,image_url_1
10879,Health Net Life Insurance Company,Health Net Life Insurance Company,AR,http://premierhealthplansolutions.com/files/health-net.jpg
10890,AMERICAN SYSTEMS,,VA,http://navyyard.org/theyardblog/wp-content/uploads/2013/09/AmericanSystemsLOGO.jpg
10923,American General Life Insurance Company,,DC,http://www.insurancelevel.com/company/logo/american-general.gif
10940,"Health Net Health Plan of Oregon, Inc.",,OR,http://www.healthandlifeinsuranceservices.com/images/HALIS_Health_Net_Logo.png
10958,UnitedHealthcare Ins Co of River Valley,UnitedHealthcare,TN,http://wheelhc.com/assets/img/Major_Insurance_Plans_Logos/05-UnitedHealthCare.PNG
11012,Central United Life Insurance Company,,MD,http://www.manhattanlife.com/Portals/0/LayerSlider3D/490/cul.png
11015,Trustmark Life Insurance Company,,NV,http://www.healthy-monroe.com/images/starmark.jpg
11077,Unified Life Insurance Company,,SD,http://www.texaskidsfirst.com/images/ULIC-Logo.jpg
11078,TransAmerica Premier Life Insurance,,PA,http://www.firstcommand.com/img/providers/transamerica.png
11082,Aetna Life Insurance Company,Aetna,AK,http://img.zanda.com/item/18070410000098/1024x768/Aetna_logo.jpg
11083,Metropolitan Life Insurance Company,MetLife,MI,http://www.huntlogo.com/wp-content/uploads/2011/12/Metlife-logo.jpg
11102,UNICARE Life & Health Insurance Company,,ND,http://www.nextdoorchiro.com/images/Insurance-Logos.jpg
11103,First Commonwealth Limited Health Services Corporation of Michigan,First Commonwealth Limited Health Services Corporation of MIchigan,MI,http://www.webbreakingnews.com/logos/first-commonwealth-financial-logo.jpg
11104,Federated Mutual Insurance Company,,IN,http://www.themla.com/Graphics/BigFederatedInsurance.jpg
11109,American Income Life Insurance Co,,CO,http://www.fopohio.org/images/AIL%20Logo.png
11119,Liberty Mutual Insurance Company,Liberty Mutual Insurance ,NV,http://www.glso.org/enews/wp-content/uploads/2012/08/Liberty-Mutual-Insurance-Logo.jpg
11145,American Progressive Life & Health Insurance Compa,,MP,http://www.universalamericaninsuranceplans.com/images/logos/american_progressive.png
11151,Harken Health Insurance Company,,OH,http://photos.prnewswire.com/prnvar/20151030/282499LOGO
11177,MetroPlus Health Plan,,NY,http://prtl-prd-web.nyc.gov/html/hhc/images/pressroom/metroplus-logo.jpg
11183,Independence American Ins Co,,NM,http://ipa-america.com/Uploads/Providers/IndependenceAmerican_sz300x75.jpg
11189,The Cincinnati Life Insurance Company,,IL,http://www.yellowhammerinsurance.com/images/carrierlogos/cincinnati_life_insurance_company.jpg
11197,Kanawha Insurance Company ,Humana,UT,http://www.wilsonfiquettdental.com/wp-content/uploads/2013/03/humana-logo.jpg
11211,Trustmark Life Insurance Company,,NM,http://www.healthy-monroe.com/images/starmark.jpg
11226,FFE RR Test Issuer 683,FFE RR Test Issuer 683,ND,
11230,American Income Life Insurance Co,,OK,http://www.fopohio.org/images/AIL%20Logo.png
11243,Wilton Reassurance Company,,TX,http://www.freekymonkey.com/pictures/aa676a.JPG
11245,Premier Access Insurance Company,Premier Access Dental,NV,https://westernhealthadvantage.files.wordpress.com/2011/12/premieraccesslogo.jpg?w=300&h=188
11262,Union Security Insurance Company,Assurant Health,NV,http://www.rehabilitation-center.org/wp-content/uploads/2012/08/Assurant-Health.jpg
11265,Reserve National Insurance Company,,IN,http://islanderinsuranceinc.com/Assets/reserveNational_logo.jpg
11268,Kanawha Insurance Company ,Humana,IN,http://www.wilsonfiquettdental.com/wp-content/uploads/2013/03/humana-logo.jpg
11269,Blue Cross Blue Shield of Wyoming,Blue Cross Blue Shield of Wyoming,WY,https://www.bcbswy.com/images/logo.gif
11277,"Truitt Bros., Inc.",,OR,http://98.129.15.34/Logos/5657.gif
11296,Kanawha Insurance Company ,Humana,NY,http://www.wilsonfiquettdental.com/wp-content/uploads/2013/03/humana-logo.jpg
11299,Performance Inc.,Performance Inc,NC,http://www.onallcylinders.com/wp-content/uploads/2012/07/ChevroletPerformanceLogo.jpg
11323,Liberty National Life Insurance Co,,CO,http://www.preciseleads.com/images/integrationLogos/liberty-national-life-insurance.gif
11324,BEST Life and Health Insurance Company,BEST Life,MS,http://hersheys.newslinevine.com/images/full/best_life_logo.jpg
11329,Christ Community Health Services Augusta Inc,,GA,http://www.cchsaugusta.org/assets/image/medium/284722.jpg
11339,Dentegra Insurance Company,,KS,http://logosdatabase.com/logoimages/76142836.jpg
11343,State Farm Mutual Automobile Ins. Co.,,AR,http://www.knowmore.org/wiki/images/e/ed/State_Farm_Mutual_Automobile_Insurance_Company-logo.png
11348,Reliance Standard Life Insurance Company,,UT,http://1.bp.blogspot.com/-ePt9eGy_V1I/T7qnQpXGsvI/AAAAAAAAHGA/lXrtEP7Zrx0/s1600/RELIANCE%2BSTANDARD.jpg
11364,Assurity Life Insurance Company,,IN,http://www.ranklogos.com/wp-content/uploads/2012/04/Assurity-Insurance-Logo.jpg
11415,United American Insurance Co,,MS,http://www.insurancelevel.com/company/logo/united-american.gif
11417,Transamerica Financial Life Insurance Company,,FL,http://www.medicaremall.com/wp-content/uploads/2011/02/transamerica-logo.png
11440,United Teachers Associates,,CA,http://utaic.com/Portals/5/UTA_PMS_logo.png
11450,American Income Life Insurance Co,,AR,http://www.fopohio.org/images/AIL%20Logo.png
11461,American General Life Insurance Company,,FL,http://www.insurancelevel.com/company/logo/american-general.gif
11468,Principal Life Insurance Company,Principal Life Insurance Company,TN,http://acceleratemn.com/wp-content/uploads/2012/03/principal+financial.jpg
11469,The Dental Concern Inc,,KY,https://lh4.googleusercontent.com/-gqh5UCcERFc/UTsz8P0cHqI/AAAAAAAAAE8/Bo0rtdHh7Ig/s0-d/StrongSmilesDentalCare-FinalLogo.png
11474,Renaissance Life & Health Insurance Company of America,Renaissance Dental,IA,http://s3.amazonaws.com/s3.consumersadvocate.org/mongo/companies/logos/530d/6294/7765/6239/7305/0000/original/Renaissance-Dental.jpg?1393393088
11483,Philadelphia American Life Insurance Company,,KS,http://www.pijarinsurance.com/images/partners/philadelphia.jpg
11486,National Union Fire Insurance Company of Pittsburg,,NM,http://www.sec.gov/Archives/edgar/data/1087961/000119312506255339/g3053330533_new1.jpg
11503,Kansas City Life Insurance Company,Kansas City Life Insurance Company,WI,http://upload.wikimedia.org/wikipedia/de/thumb/d/d8/Kansas_City_Life_Insurance_Company_Logo.svg/1280px-Kansas_City_Life_Insurance_Company_Logo.svg.png
11512,Blue Cross and Blue Shield of NC,,NC,http://www.brandsoftheworld.com/sites/default/files/styles/logo-original-577x577/public/042013/blue-cross.png
11522,PacifiCare Life and Health Insurance Co,,AL,http://upload.wikimedia.org/wikipedia/commons/4/43/Pacificare.gif
11555,New Health Ventures Inc,Access Health Colorado,CO,http://biz.prlog.org/ColoradoAccess/logo.png
11558,"Meadow Valley Contractors, Inc.",,AZ,http://cusinatodevelopments.com/images/royalmeadows_logo.jpg
11565,Frankenmuth Mutual Insurance Company,,MI,http://www.insurancelevel.com/company/logo/FrankenmuthInsCo.jpg
11570,The MEGA Life and Health Insurance Company,,NJ,http://www.trademarkia.com/logo-images/the-mega-life-and-health-insurance-company/starbridge-choices-78510546.jpg
11586,Philadelphia American Life Insurance Company,,LA,http://www.pijarinsurance.com/images/partners/philadelphia.jpg
11593,HPHC Insurance Company Inc.,,ME,https://www.harvardpilgrim.org/pls/portal/url/ITEM/6A62F495FDAA40BEB64F6476E9804B51
11600,United Teachers Associates,,NV,http://utaic.com/Portals/5/UTA_PMS_logo.png
11610,Wilton Reassurance Company,,VA,http://www.freekymonkey.com/pictures/aa676a.JPG
11613,State Farm Mutual Automobile Ins. Co.,,CO,http://www.knowmore.org/wiki/images/e/ed/State_Farm_Mutual_Automobile_Insurance_Company-logo.png
11618,Connecticut General Life Insurance Co,CIGNA,DC,http://3.bp.blogspot.com/-fDrftTwqhxE/TaGVSKh7BsI/AAAAAAAAoDM/lcCI29x2nOM/s1600/Cigna_Logo.jpg
11628,New Era Life Insurance Company,,DC,http://www.medicareinsurancefinders.com/assets/images/logos.png
11663,Philadelphia American Life Insurance Company,,PA,http://www.pijarinsurance.com/images/partners/philadelphia.jpg
11696,The Ohio National Life Insurance Company,,MA,https://50.87.187.213/wp-content/uploads/2014/08/Ohio-National-3.png
11721,Blue Cross & Blue Shield of Mississippi,,MS,http://www.ridgelandms.org/wp-content/uploads/BCBSMSCentered-286.jpg
11722,Shelter Life Insurance Company,,SC,http://www.yellville.com/shelter-insurance-logo_copy.jpg
11738,TRUASSURE INSURANCE COMPANY,TruAssure Insurance Company,IA,
11755,AMERICAN FIDELITY ASSURANCE COMPANY,,TX,http://www.insurancelevel.com/company/logo/american-fidelity.jpg
11782,Reliance Standard Life Insurance Company,,SD,http://1.bp.blogspot.com/-ePt9eGy_V1I/T7qnQpXGsvI/AAAAAAAAHGA/lXrtEP7Zrx0/s1600/RELIANCE%2BSTANDARD.jpg
11821,"Dental Service of Massachusetts, Inc.",,MA,http://www.bostondentalservice.com/images/logo.png
11836,"Cigna HealthCare of Delaware, Inc.",,DE,http://3.bp.blogspot.com/-fDrftTwqhxE/TaGVSKh7BsI/AAAAAAAAoDM/lcCI29x2nOM/s1600/Cigna_Logo.jpg
11838,Illinois Mutual Life Insurance Company,,OK,http://www.umlandinsurance.com/images/Illinois_Mutual_Logo.gif
11844,American Family Mutual Insurance Company,,MO,http://www.knowmore.org/wiki/images/a/a8/American_Family_Insurance-logo.png
11858,United of Omaha Life Insurance Company,,TN,https://www.immediateannuities.com/images/logos-insco/united-omaha.jpg
11877,Unimerica Insurance Company,,OR,http://www.insurance-wholesalers.com/AetnaLogoColorproc.jpg
11883,Globe Life and Accident Insurance Co,,MT,http://media.glassdoor.com/sqll/282144/globe-life-and-accident-insurance-company-squarelogo.png
11908,The Children's Hospital Corporation,,MA,http://www.countercontext.com/wp-content/uploads/2014/07/Childrens-Hospital-logo.jpg
11956,"Humana Benefit Plan of Illinois, Inc.",,KS,http://trpld.org/sites/default/files/humana.jpg
12005,American Family Mutual Insurance Company,,NE,http://www.knowmore.org/wiki/images/a/a8/American_Family_Insurance-logo.png
12016,HCC Life Insurance Company,,MD,http://www.hcc.com/portals/0/subsites/hcclife/News/images/newlogo111_logo.gif
12028,Innovation Health Insurance Company,Innovation Health Insurance Company,VA,http://fm.cnbc.com/applications/cnbc.com/resources/img/editorial/2013/08/22/100980645-bc9aa5a3a4e6a8a6b2c4bb6589d5bd2c1917d9a4.530x298.jpg?v=1377172795
12030,American Shipping & Logistics Group Inc.,ASL,NJ,http://www.nad.org/sites/default/files/2011/September/ASL_LOGO_TWOCOLOR_smaller%20copy.jpg
12033,Freedom Life Insurance Company of America,,UT,http://www.mylesthurston.com/wp-content/uploads/2012/03/Financial-Freedom-1.jpg
12039,Cenral United Life Insurance Company,,LA,http://www.newhorizonsmktg.com/images/CompanyLogos/companion-life.png
12069,United Concordia Insurance Company,United Concordia Insurance Company,KS,http://www.westbroaddental.com/images/healthcare%20logos/united%20concordia_logo.gif
12074,American National Insurance Company,,CA,http://logosandbrands.directory/wp-content/themes/directorypress/thumbs/American-National-Insurance-Company-logo.jpg
12083,TRUASSURE INSURANCE COMPANY,TruAssure Insurance Company,ID,
12084,Department of Health and Environment,,KS,http://www.kansas.com/incoming/8hjct/picture918881/ALTERNATES/FREE_960/Kansas%20Department%20of%20Health%20and%20Environment%20logo
12104,TRUASSURE INSURANCE COMPANY,TruAssure Insurance Company,MT,
12143,Guarantee Trust Life Insurance Co.,,NJ,http://www.refugeinsurance.com/images/GTL%20logo.jpg
12170,Allianz Life Insurance Company of North America,,MO,http://scherrerfinancial.com/images/Allianz.gif
12178,Transamerica Financial Life Insurance Company,,DE,http://www.medicaremall.com/wp-content/uploads/2011/02/transamerica-logo.png
12187,AMERICAN COMMUNITY MUTUAL INSURANCE COMPANY,,WA,http://www.getyouradvantage.com/images/carrier-logos/American-Community.jpg
12202,All Savers Insurance Company,,VT,https://myallsaversmember.com/filestore/%7B7151ca57-92be-41aa-8557-b09de24ee5dc%7D/CMS/Graphics/logo_member.png
12242,WESTERN GROCERS EMPLOYEE BENEFITS TRUST,WESTERN GROCERS EMPLOYEE BENEFITS TRUST,OR,http://www.westerngrocerstrust.com/wp-content/uploads/unified-logo-tr-300x160.png
12254,The MEGA Life and Health Insurance Company,,CA,http://www.trademarkia.com/logo-images/the-mega-life-and-health-insurance-company/starbridge-choices-78510546.jpg
12268,Aegis Security Insurance Company,,KS,http://www.thecolonialgroup.com/images/carriers/logo_aegis.jpg
12271,Kansas City Life Insurance Company,Kansas City Life Insurance Company,NM,http://upload.wikimedia.org/wikipedia/de/thumb/d/d8/Kansas_City_Life_Insurance_Company_Logo.svg/1280px-Kansas_City_Life_Insurance_Company_Logo.svg.png
12272,Union Labor Life Insurance Company,,RI,http://thumb1.shutterstock.com/display_pic_with_logo/1018532/185226650/stock-vector-customer-care-care-for-employees-labor-union-crm-and-life-insurance-concepts-businessman-185226650.jpg
12280,Guarantee Trust Life Insurance Company,,SC,http://www.refugeinsurance.com/images/GTL%20logo.jpg
12281,Principal Life Insurance Company,Principal Life Insurance Company,NE,http://acceleratemn.com/wp-content/uploads/2012/03/principal+financial.jpg
12297,"Humana Insurance Company of Kentucky, Inc. ",,VA,http://www.insuranceproviders.com/Images/360healthbystate_doc_647d9071.jpg
12303,"DSM USA Insurance Company, Inc.","DSM USA Insurance Company, Inc",AZ,http://www.underconsideration.com/brandnew/archives/dsm_logo.png
12318,San Mateo Health Commission,Health Plan of San Mateo,CA,http://www.calhealthplans.org/images/member-logos/san-mateo-pic.png
12332,TransAmerica Premier Life Insurance,,IA,http://www.firstcommand.com/img/providers/transamerica.png
12350,Kansas City Life Insurance Company,Kansas City Life Insurance Company,TX,http://upload.wikimedia.org/wikipedia/de/thumb/d/d8/Kansas_City_Life_Insurance_Company_Logo.svg/1280px-Kansas_City_Life_Insurance_Company_Logo.svg.png
12363,Standard Security Life,,MO,http://ww1.prweb.com/prfiles/2014/06/26/11977699/StandardSecurity_logo.jpg
12369,UniCare Life & Health Insurance Company,,IN,http://www.nextdoorchiro.com/images/Insurance-Logos.jpg
12388,Guarantee Trust Life Insurance Company,,AZ,http://www.refugeinsurance.com/images/GTL%20logo.jpg
12401,The Cincinnati Life Insurance Company,,IN,http://www.yellowhammerinsurance.com/images/carrierlogos/cincinnati_life_insurance_company.jpg
12409,AMERICAN FIDELITY ASSURANCE COMPANY,,OH,http://www.insurancelevel.com/company/logo/american-fidelity.jpg
12410,TexHealth Central Texas,,TX,http://texhealthharriscounty.org/wp-content/uploads/2010/02/HoustonBusinessJournalLogo1.jpg
12412,Sumitomo Machinery Corporation of America,,VA,http://www.cemanet.org/wp-content/uploads/2012/04/SumitomoLogo1.jpg
12416,Washington National Insurance Company,,CA,http://www.indeed.com/cmp/_s/logos/2617e9b5ae6ef4a6
12438,Union Security Insurance Company,Assurant Employee Benefits,FL,http://www.assurantemployeebenefits.com/wps/themes/html/Assurant/assets/images/btns/logo.gif
12442,Nippon Life Insurance Company of America,Nippon Life Benefits,GA,http://www.brandsoftheworld.com/sites/default/files/styles/logo-thumbnail/public/0002/6913/brand.gif
12450,AMERICAN COMMUNITY MUTUAL INSURANCE COMPANY,,AK,http://www.getyouradvantage.com/images/carrier-logos/American-Community.jpg
12465,Union Security Insurance Company,Assurant Employee Benefits,NC,http://www.assurantemployeebenefits.com/wps/themes/html/Assurant/assets/images/btns/logo.gif
12468,Principal Life Insurance Company,Principal Life Insurance Company,OR,http://acceleratemn.com/wp-content/uploads/2012/03/principal+financial.jpg
12509,Madison National Life,,WI,http://www.ranklogos.com/wp-content/uploads/2012/04/Madison-National-Life-Insurance-Company-logo.jpg
12512,Medical Benefits Mutual Life Insurance,,OH,http://ww1.prweb.com/prfiles/2010/10/05/4611494/0_lg.300PMLlogo.jpg
12513,TRUASSURE INSURANCE COMPANY,TRUASSURE INSURANCE COMPANY,OK,
12514,Moore & Van Allen PLLC,,NC,http://4.bp.blogspot.com/-gIOE_aJTvZ4/TeZeLBIl9bI/AAAAAAAAEbk/ssSbARJkhas/s1600/Wachovia.jpg
12528,Golden Rule Insurance Company,,OR,http://www.insurancelevel.com/company/logo/united-health-one.png
12530,Principal Life Insurance Company,Principal Life Insurance Company,OK,http://acceleratemn.com/wp-content/uploads/2012/03/principal+financial.jpg
12538,BEST Life and Health Insurance Company,BEST Life,AL,http://hersheys.newslinevine.com/images/full/best_life_logo.jpg
12541,The United States Life Ins. Co. in the City of New York,,FL,http://logonoid.com/images/transamerica-logo.png
12553,Delta Dental Insurance Company,,NV,http://www.southviewdentistrycharlotte.com/cms-wfc/wp-content/uploads/2014/09/delta-dental-logo.png
12579,Union Security Insurance Company,,MT,http://www.unioninsurance.ae/img/logo.png
12586,PacifiCare Life and Health Insurance Co,,WA,http://upload.wikimedia.org/wikipedia/commons/4/43/Pacificare.gif
12593,lutheran medical center,,NY,http://upload.wikimedia.org/wikipedia/en/5/53/Lutheran_Medical_Center_(logo).png
12595,New York Life Insurance Co.,,IN,http://logonoid.com/images/new-york-life-logo.png
12599,Aetna Life Insurance Company,,VI,http://ih.constantcontact.com/fs057/1101361118876/img/158.jpg?a=1102653124817
12621,American Heritage Life Insurance Company,,TX,http://www.ngai.net/wp-content/uploads/2011/04/family-heritage_logo-300x86.jpg
12627,United American Insurance Co,,MN,http://www.insurancelevel.com/company/logo/united-american.gif
12629,"Partners & Napier, Inc",,NY,http://bikefls.nationalmssociety.org/images/content/pagebuilder/partners_napier-bw-logo.jpg
12666,Celtic Insurance Company,,VT,http://listtoptens.com/wp-content/uploads/2013/11/Best-Health-Insurance-Companies-US-Celtic-Insurance.jpg
12683,Davidson College,,NC,http://www.ranklogos.com/wp-content/uploads/2014/08/Davidson-College-Logo.jpeg
12689,Starmount Life Insurance Company,"AlwaysCare Benefits, Inc.",TN,https://jcwproductions.com/images/client-logos/always-care-benefits-logo.jpg
12690,"Union Health Service, Inc.",,IL,https://www.hsu.asn.au/wp-content/themes/hsu/images/logo.jpg
12693,Connecticut General Life Insurance Company,,OK,http://www.insurancelevel.com/company/logo/cigna.jpg
12703,HealthNet of New Jersey Inc.,,NJ,http://www.tickerreport.com/wp-content/themes/newswire-light/includes/timthumb.php?w=250&zc=1&src=/logos/health-net-inc-logo.jpg
12706,Ameritas Life Insurance Corp.,,NV,http://www.insurancelevel.com/company/logo/ameritas-life-ins.jpg
12762,Unimerica Insurance Company,,AR,http://www.insurance-wholesalers.com/AetnaLogoColorproc.jpg
12786,World Insurance Company,,DE,"http://1-ps.googleusercontent.com/h/www.world-insurance-companies.com/uploads/9/1/6/6/9166349/x8305192.jpg,q1379368825.pagespeed.ic.QmX5Mmz2d-.jpg"
12789,Standard Insurance Company,,HI,http://www.insurancelevel.com/company/logo/standard-insurance.gif
12799,American Medical Security Life Insurance Company,,CA,http://medicareinsurancetexas.com/inc/images/logo-sentinel-life.jpg
12824,United of Omaha Life Insurance Company,,NM,https://www.immediateannuities.com/images/logos-insco/united-omaha.jpg
12842,Union Fidelity Life Insurance Company,,SD,http://www.trademarkia.com/logo-images/financial-holding-corporation/united-fidelity-life-insurance-company-85646975.jpg
12844,State Farm Mutual Automobile Ins. Co.,,WI,http://www.knowmore.org/wiki/images/e/ed/State_Farm_Mutual_Automobile_Insurance_Company-logo.png
12846,The Guardian Life Insurance Company,Guardian,TX,http://icould.com/files/2012/01/guardian-logo.jpg
12858,TRUASSURE INSURANCE COMPANY,TRUASSURE INSURANCE COMPANY,MI,
12877,Time Insurance Company,,RI,http://www.emergencyfloodservices.net/wp-content/uploads/2013/04/logos.png
12886,UniCare Life & Health Insurance Company,,VA,http://www.nextdoorchiro.com/images/Insurance-Logos.jpg
12900,National Foundation Life Insurance Company,,AL,https://ektron.nationallifegroup.com/uploadedImages/Logo_NationalLifeGroup.jpg
